53243, 9681
53242, 6792
53240, 10571
53239, 6887
53237, 9076
53235, 6791
53234, 6816
53232, 8734
53231, 6778
53230, 8788
53229, 6777
53225, 6776
53224, 7824
53222, 9539
53219, 6775
53218, 6774
53216, 6753
53215, 8579
53212, 6750
53211, 11649
53209, 6749
53208, 13049
53206, 6746
53204, 8585
26266, 11304
26265, 6745
26264, 12803
26261, 6744
26256, 6743
26252, 6740
26250, 6739
26248, 6725
26247, 9381
26245, 6724
26244, 6723
26243, 6700
26241, 12035
26240, 6694
26234, 11870
26233, 7571
26232, 8899
26227, 6693
26226, 6687
26225, 6686
26221, 6685
26220, 13599
26219, 7370
26217, 6816
26214, 12803
26213, 8174
26212, 7501
26211, 12197
26207, 6684
26204, 9205
26201, 12004
26200, 13049
26199, 13063
26198, 6683
26195, 7824
26193, 6677
26188, 6743
26187, 10543
26184, 8216
26183, 9631
26182, 6676
26181, 6675
26179, 6679
26178, 6674
26177, 6673
26176, 12304
26174, 6632
26169, 6630
26167, 6627
26165, 11401
26163, 7291
26161, 6618
26160, 6617
26158, 7787
26154, 6616
26153, 6605
26152, 8906
26149, 6604
26146, 6603
26145, 6602
26144, 9503
26140, 6592
26138, 10392
26135, 6591
26134, 6590
26132, 7672
26130, 6589
26129, 6499
26126, 6498
26125, 12730
26124, 12662
26123, 7875
26122, 12965
26119, 6496
26114, 6495
26112, 6410
26111, 7514
26108, 6398
26104, 11844
26098, 6638
26093, 6397
26089, 7030
26085, 8215
26082, 13574
26081, 9384
26080, 12942
26079, 12211
26076, 6394
26075, 6405
26072, 6673
26069, 6393
26068, 6391
26067, 9342
26066, 6390
26063, 6372
26062, 6371
26060, 6370
26059, 7287
26058, 6369
26057, 6368
26053, 6367
26052, 9126
26051, 6366
26050, 7455
26049, 10917
26048, 6603
26046, 6364
26043, 9118
26042, 9719
26041, 6363
26039, 6362
26036, 9498
26035, 7823
26033, 9696
26031, 6361
26030, 10551
26027, 6360
26026, 6359
26023, 6358
26021, 12803
26019, 12226
26017, 10019
26016, 6367
26014, 6357
26013, 7026
26009, 7824
26008, 6342
26007, 9412
26006, 6341
26005, 6340
26003, 6331
26001, 12169
26000, 10656
25999, 6330
25997, 6328
25992, 12803
25990, 9076
25988, 7361
25987, 6324
25985, 6323
25983, 6322
25982, 6320
25979, 6315
25978, 6312
25977, 6311
25976, 6310
25973, 6287
25972, 7325
25970, 7215
25969, 6215
25968, 6214
25965, 12030
25964, 10327
25961, 6168
25960, 6158
25959, 7722
25957, 12512
25955, 6155
25954, 6154
25953, 6150
25952, 9832
25951, 11114
25950, 11286
25949, 6496
25948, 9600
25946, 6149
25944, 6148
25943, 6138
25942, 7423
25939, 11484
25936, 6642
25934, 7599
25933, 6137
25931, 6136
25930, 6135
25926, 12560
25925, 6132
25924, 8942
25921, 13209
25919, 9348
25918, 6131
25917, 12675
25916, 7940
25915, 6128
25914, 7386
25913, 9449
25912, 6127
25910, 6126
25909, 6125
25907, 6119
25903, 6118
25902, 12761
25894, 6114
25893, 6110
25890, 9503
25887, 8730
25885, 6109
25883, 6108
25877, 7026
25876, 9832
25875, 6114
25874, 6684
25870, 6102
25869, 7825
25868, 6098
25867, 8771
25865, 6097
25863, 11644
25862, 6068
25857, 13574
25856, 6067
25853, 6340
25852, 6066
25849, 6065
25848, 6064
25847, 10325
25845, 5993
25844, 10365
25843, 7555
25842, 12800
25839, 5992
25835, 12907
25834, 5991
25832, 5976
25824, 6816
25822, 7217
25819, 11637
25817, 5975
25816, 5974
25812, 12086
25810, 5973
25809, 5969
25806, 5968
25804, 13126
25803, 8522
25800, 5967
25799, 7305
25798, 5962
25797, 6496
25793, 7824
25792, 12803
25791, 12757
25789, 8667
25788, 5950
25781, 9689
25779, 5949
25778, 5913
25777, 5912
25775, 5911
25774, 7086
25772, 7526
25771, 6149
25770, 11423
25769, 9538
25768, 5909
25761, 7545
25760, 6775
25759, 10531
25756, 9381
25755, 13574
25749, 7678
25748, 5896
25747, 7424
25744, 7596
25742, 9832
25736, 5890
25732, 9237
25731, 5889
25728, 9576
25727, 12790
25726, 6482
25724, 5885
25723, 5884
25720, 8331
25717, 5883
25714, 9291
25710, 5882
25708, 7824
25704, 6358
25703, 5877
25698, 9517
25695, 13131
25694, 6498
25693, 9286
25692, 5876
25691, 6252
25690, 13574
25687, 5865
25683, 5858
25676, 8686
25674, 5857
25671, 13295
25669, 12859
25666, 9384
25665, 5832
25664, 5823
25663, 7824
25658, 13620
25651, 5822
25650, 5821
25649, 8712
25648, 5803
25644, 7825
25641, 5802
25640, 12788
25638, 11401
25637, 5796
25634, 5767
25633, 5766
25630, 12803
25628, 8579
25627, 5765
25625, 13707
25624, 7286
25623, 5761
25621, 5702
25615, 8592
25613, 10854
25610, 8740
25604, 5696
25603, 9291
25602, 11401
25600, 11646
25598, 6358
25594, 12467
25593, 7555
25591, 13481
25590, 10481
25589, 5693
25588, 5687
25586, 5686
25585, 5685
25580, 12786
25579, 5675
25578, 11847
25575, 9296
25573, 13240
25572, 7545
25571, 7327
25570, 5674
25565, 6749
25563, 7571
25560, 5673
25556, 9110
25553, 5672
25552, 5669
25551, 5699
25550, 5659
25549, 5658
25546, 5657
25540, 13049
25534, 7704
25533, 5656
25532, 5637
25528, 7823
25525, 9832
25524, 5627
25523, 6723
25522, 5621
25521, 5620
25520, 13388
25517, 11401
25516, 6816
25515, 8906
25510, 9517
25509, 7596
25508, 5619
25506, 7086
25505, 5618
25504, 7386
25503, 5616
25502, 12680
25501, 5615
25500, 13142
25495, 7026
25494, 9144
25489, 5560
25487, 5559
25485, 11484
25480, 5554
25478, 7287
25477, 5553
25476, 9669
25475, 5548
25474, 6816
25473, 5547
25469, 7286
25464, 6358
25463, 5540
25462, 9899
25458, 13049
25457, 12803
25455, 5539
25453, 5538
25450, 5537
25449, 5533
25448, 9503
25443, 5532
25440, 9656
25439, 5529
25437, 7150
25434, 7820
25433, 9935
25432, 5528
25430, 10886
25429, 13706
25427, 5527
25424, 6367
25421, 11688
25420, 5526
25419, 5645
25415, 12020
25413, 5523
25410, 5521
25409, 12826
25407, 5507
25405, 9899
25404, 5506
25403, 5505
25401, 9521
25400, 9846
25399, 6775
25398, 9521
25395, 5504
25392, 12730
25389, 6805
25386, 10354
25384, 8448
25381, 6602
25375, 6858
25374, 12512
25372, 10395
25371, 5503
25368, 5502
25367, 12251
25366, 5484
25364, 5483
25363, 7555
25362, 5478
25360, 5453
25359, 7824
25358, 9517
25357, 5436
25355, 12376
25353, 7216
25349, 5430
25347, 6352
25345, 9285
25337, 8579
25332, 5429
25331, 5428
25330, 5527
25328, 5427
25327, 5426
25326, 8055
25325, 5421
25323, 5957
25322, 5412
25321, 7824
25318, 9208
25317, 5407
25315, 5322
25314, 9620
25313, 5319
25312, 6830
25310, 5315
25309, 7598
25308, 9503
25307, 6480
25306, 5305
25304, 10153
25303, 5302
25299, 5301
25295, 5300
25294, 13068
25291, 5299
25290, 7147
25289, 7460
25288, 12803
25286, 5298
25285, 6366
25281, 6655
25280, 5286
25279, 5284
25278, 5283
25277, 5274
25276, 5705
25275, 5502
25274, 12757
25273, 5267
25270, 7823
25268, 5385
25266, 8235
25265, 12375
25261, 7377
25260, 5266
25259, 5265
25257, 7525
25256, 7519
25255, 10407
25254, 12122
25251, 5878
25249, 9193
25248, 5990
25247, 5264
25244, 5263
25243, 9832
25242, 5259
25241, 12369
25240, 5258
25239, 5256
25233, 8778
25232, 9094
25231, 5255
25229, 7195
25228, 11739
25227, 5253
25226, 5248
25224, 5247
25222, 8887
25221, 5232
25219, 12942
25217, 5231
25215, 8924
25213, 6816
25212, 7948
25211, 10513
25210, 12197
25209, 9197
25208, 13691
25207, 6498
25206, 7424
25205, 5230
25204, 5228
25203, 9497
25201, 11424
25198, 5530
25196, 5222
25188, 5220
25186, 9299
25182, 6498
25178, 5127
25174, 11313
25173, 10483
25172, 7666
25169, 7599
25168, 5126
25165, 5118
25163, 11512
25161, 6498
25160, 6330
25158, 5825
25157, 8692
25156, 7824
25149, 11206
25147, 11549
25145, 6829
25144, 5117
25140, 7173
25136, 5116
25128, 6829
25127, 6687
25125, 11065
25124, 9384
25122, 5115
25121, 5098
25120, 8347
25119, 10984
25118, 7525
25116, 5130
25108, 11401
25107, 5097
25106, 9992
25104, 5084
25102, 7555
25097, 5082
25096, 5201
25095, 8314
25089, 6266
25088, 6330
25087, 6828
25085, 13022
25084, 7534
25083, 9192
25082, 5081
25081, 6759
25080, 7026
25079, 6687
25078, 11936
25077, 7426
25075, 6745
25069, 5080
25068, 7062
25066, 12803
25064, 8787
25063, 5079
25062, 9289
25061, 6761
25059, 5059
25058, 9503
25055, 5058
25053, 9503
25050, 7413
25049, 5056
25048, 6996
25045, 7824
25042, 5055
25041, 6723
25040, 5054
25035, 8605
25033, 6229
25031, 5053
25029, 5265
25025, 6816
25024, 9794
25023, 10353
25020, 9296
25018, 5050
25017, 5049
25015, 12803
25014, 5048
25013, 6020
25011, 5046
25007, 13237
25006, 7153
25004, 5045
25001, 5044
24999, 5039
24998, 5046
24996, 7571
24995, 11405
24994, 9291
24992, 5031
24990, 5030
24989, 5016
24988, 8396
24987, 10665
24985, 9381
24984, 11210
24983, 9450
24982, 7216
24981, 12615
24980, 13206
24979, 5015
24978, 7031
24977, 5014
24975, 7026
24974, 9076
24970, 7030
24969, 5006
24967, 4998
24965, 4997
24961, 12572
24959, 9381
24957, 13318
24956, 7545
24955, 12757
24954, 11696
24953, 6368
24950, 9076
24949, 7596
24948, 5555
24944, 11401
24943, 4996
24939, 11792
24937, 8887
24936, 5615
24932, 6774
24930, 7030
24927, 4995
24926, 4994
24925, 7297
24921, 7147
24918, 12326
24917, 12848
24914, 4993
24913, 4987
24910, 11277
24908, 7158
24903, 8910
24901, 4984
24900, 10016
24899, 4975
24898, 4996
24896, 7158
24892, 12224
24889, 5427
24888, 4974
24887, 8113
24885, 11977
24884, 4971
24883, 10576
24881, 8473
24880, 10538
24879, 4970
24875, 5119
24873, 6032
24870, 5505
24869, 4969
24868, 6774
24865, 12595
24856, 6741
24855, 11195
24854, 4963
24853, 11304
24852, 7386
24851, 11423
24850, 8294
24849, 4947
24848, 4946
24845, 4943
24842, 4942
24837, 4933
24835, 7326
24833, 7574
24831, 4932
24830, 4931
24829, 7326
24828, 12771
24824, 4922
24822, 4916
24818, 9832
24816, 4915
24815, 10669
24814, 9758
24813, 4907
24812, 8748
24811, 4906
24807, 4896
24806, 5081
24802, 13267
24800, 5044
24798, 13041
24795, 5991
24792, 4895
24791, 5407
24789, 4894
24786, 7147
24784, 7595
24783, 13704
24782, 10633
24781, 7795
24780, 5595
24779, 9503
24778, 4884
24777, 10207
24774, 4875
24773, 12554
24772, 6352
24771, 6021
24770, 10953
24769, 7819
24767, 9144
24765, 4874
24760, 4873
24759, 12588
24757, 4868
24752, 11968
24751, 9709
24750, 4862
24748, 11886
24745, 11707
24742, 9719
24740, 5194
24735, 4853
24734, 12585
24733, 6743
24730, 4852
24729, 7545
24728, 4846
24722, 4836
24721, 4826
24719, 9728
24717, 5553
24715, 5704
24713, 6097
24712, 4825
24707, 7325
24706, 9076
24704, 6710
24702, 12730
24700, 7722
24695, 6816
24690, 4824
24689, 4823
24687, 4802
24686, 7678
24685, 4795
24684, 4790
24682, 11418
24681, 4789
24680, 10193
24678, 9289
24676, 4787
24675, 12351
24673, 7847
24672, 6146
24671, 4786
24668, 11851
24667, 7824
24666, 5057
24664, 7435
24661, 9467
24658, 4780
24655, 9496
24654, 13687
24653, 12942
24651, 5686
24650, 8477
24648, 9800
24645, 4779
24644, 9764
24643, 6330
24636, 6066
24634, 7574
24633, 6214
24632, 6214
24631, 8928
24629, 4775
24625, 12089
24624, 5615
24623, 10661
24622, 12757
24620, 8112
24617, 5903
24615, 8106
24614, 13507
24612, 9080
24611, 8155
24610, 4759
24609, 6442
24608, 10445
24606, 4758
24605, 9381
24601, 7283
24600, 7386
24599, 12848
24598, 8762
24597, 12035
24595, 7824
24593, 7310
24592, 7571
24591, 8327
24586, 4755
24583, 9503
24582, 8703
24581, 5429
24578, 4753
24577, 11830
24576, 9299
24575, 4933
24574, 6829
24571, 9295
24566, 4745
24565, 10040
24563, 4720
24562, 10330
24560, 5882
24559, 4719
24557, 6610
24556, 11592
24554, 7571
24551, 9604
24550, 7424
24549, 4672
24548, 6097
24546, 8592
24543, 4671
24542, 9384
24541, 9946
24536, 8348
24533, 11401
24532, 7555
24530, 5058
24529, 11047
24527, 12854
24526, 9267
24524, 6749
24523, 11848
24520, 6359
24518, 4665
24515, 11208
24512, 12942
24511, 7526
24508, 6749
24507, 5527
24506, 4664
24505, 7424
24503, 4663
24502, 4658
24500, 12670
24499, 7331
24496, 6312
24495, 4657
24494, 4655
24493, 11423
24492, 6035
24490, 4654
24487, 11746
24485, 8898
24484, 4650
24483, 7147
24481, 11164
24480, 10095
24478, 11924
24474, 5504
24473, 4648
24471, 4814
24470, 11135
24466, 6150
24465, 7602
24464, 12757
24463, 4941
24462, 4970
24461, 7824
24458, 11423
24457, 4647
24454, 7819
24453, 5053
24451, 4646
24446, 7434
24445, 6075
24444, 4645
24443, 13443
24433, 12472
24432, 12422
24431, 4644
24429, 10696
24425, 4643
24423, 9352
24422, 7308
24421, 6342
24420, 9711
24416, 7602
24415, 12848
24411, 7250
24409, 7447
24408, 4641
24406, 11615
24404, 4631
24403, 5044
24401, 4630
24400, 4629
24398, 7526
24397, 4621
24393, 7075
24392, 13665
24391, 9076
24389, 5424
24388, 4617
24387, 7217
24386, 10019
24384, 7971
24383, 4616
24382, 4615
24380, 9692
24379, 9384
24378, 9295
24377, 13704
24376, 9955
24372, 8442
24371, 5968
24370, 8756
24369, 12566
24367, 4614
24365, 8770
24364, 9832
24361, 5553
24359, 4613
24355, 10853
24354, 4611
24353, 8960
24352, 8910
24350, 7178
24349, 6150
24342, 4607
24341, 9384
24340, 9431
24338, 12757
24337, 4598
24336, 6150
24329, 5619
24327, 5504
24325, 4594
24322, 9384
24321, 6589
24320, 5822
24319, 10005
24318, 4582
24317, 5940
24316, 4581
24315, 4580
24313, 4578
24312, 5115
24311, 12803
24310, 4575
24309, 4572
24308, 9899
24307, 7824
24305, 9697
24302, 6065
24301, 4562
24299, 7824
24298, 4561
24297, 10305
24294, 7950
24293, 7945
24292, 7824
24289, 4560
24288, 8525
24287, 10508
24284, 9542
24281, 6816
24276, 8592
24275, 7129
24273, 6783
24272, 9051
24271, 4559
24267, 12965
24265, 7820
24263, 4558
24262, 4550
24261, 6066
24260, 4544
24259, 4540
24258, 4539
24256, 7286
24252, 5014
24251, 7819
24249, 11401
24248, 11949
24238, 9212
24237, 5230
24236, 4538
24235, 7310
24234, 4537
24233, 4535
24232, 10099
24231, 7574
24228, 8243
24227, 4532
24226, 11558
24225, 8827
24224, 4529
24223, 4704
24221, 9503
24218, 4528
24217, 4526
24216, 9266
24215, 7813
24214, 9052
24212, 4519
24208, 4517
24207, 10499
24205, 4516
24204, 6962
24201, 7870
24199, 8351
24198, 12803
24197, 4841
24196, 4515
24195, 8328
24192, 7574
24191, 8579
24190, 7087
24189, 4514
24188, 4513
24187, 4508
24186, 5299
24185, 9299
24182, 8977
24181, 4507
24180, 10414
24174, 12912
24171, 5301
24163, 12499
24161, 4506
24160, 9381
24159, 4505
24158, 12825
24152, 7602
24148, 7158
24145, 9503
24144, 9076
24140, 9295
24137, 7001
24135, 11135
24133, 5046
24132, 9297
24131, 4671
24130, 6591
24129, 4504
24128, 4503
24127, 4502
24124, 6719
24123, 5527
24122, 4477
24120, 9860
24118, 11401
24117, 5738
24106, 4515
24105, 4476
24102, 4475
24100, 9531
24099, 9719
24098, 4474
24097, 4473
24096, 6368
24094, 11501
24093, 7571
24092, 4581
24091, 6200
24090, 9291
24089, 9144
24087, 4470
24084, 13022
24083, 4467
24081, 11962
24078, 4466
24073, 4447
24072, 12803
24071, 7386
24069, 6829
24068, 4429
24067, 7832
24066, 12730
24065, 7821
24064, 4877
24060, 11628
24058, 5428
24057, 11025
24056, 12203
24055, 4428
24053, 5407
24051, 9449
24049, 4419
24048, 7031
24046, 5044
24042, 7823
24040, 4958
24038, 4411
24033, 7147
24029, 4407
24027, 6135
24025, 7746
24024, 8994
24023, 4404
24022, 4946
24020, 4396
24019, 7816
24016, 6769
24013, 5686
24011, 4395
24010, 6097
24009, 9411
24008, 4393
24001, 9381
24000, 4998
23998, 4386
23997, 4473
23994, 6816
23992, 7526
23991, 5980
23989, 10390
23988, 6291
23985, 4385
23982, 12606
23981, 7476
23979, 4538
23977, 8168
23971, 4377
23968, 11404
23967, 4376
23963, 7424
23962, 7698
23961, 6849
23959, 6851
23958, 4375
23956, 4329
23955, 5179
23954, 7147
23948, 8881
23946, 6685
23939, 4323
23938, 4319
23935, 11614
23934, 11011
23933, 4658
23930, 11304
23929, 4314
23928, 11274
23926, 7525
23924, 12129
23923, 4308
23922, 7824
23921, 5871
23918, 5165
23914, 7386
23913, 6861
23912, 7062
23911, 4307
23908, 12803
23906, 12964
23904, 5968
23902, 6745
23900, 7094
23896, 8930
23895, 6266
23891, 4304
23890, 8002
23889, 9832
23888, 7824
23885, 4299
23884, 10621
23880, 4297
23878, 13216
23876, 4296
23872, 5055
23870, 6018
23869, 7803
23868, 11886
23866, 12197
23865, 4294
23864, 13064
23862, 11133
23861, 7602
23860, 4293
23859, 4292
23857, 4291
23856, 6142
23854, 4290
23853, 4272
23852, 8135
23849, 4268
23848, 6368
23846, 9538
23845, 13033
23844, 7066
23843, 7819
23842, 13654
23841, 6078
23839, 4267
23838, 4504
23835, 10800
23832, 12276
23829, 10540
23828, 4266
23827, 6367
23825, 4263
23824, 13051
23823, 4262
23821, 4258
23820, 6684
23819, 11401
23818, 10544
23813, 9381
23812, 4646
23811, 6358
23806, 4515
23805, 8592
23804, 4257
23802, 12942
23800, 10497
23799, 6744
23798, 12757
23797, 12965
23796, 12942
23795, 13022
23791, 6599
23787, 12803
23786, 4256
23785, 10461
23783, 4252
23782, 5079
23780, 4249
23779, 7526
23777, 4248
23775, 13702
23773, 6673
23772, 4240
23770, 7424
23766, 12803
23765, 4230
23763, 9076
23762, 5298
23760, 10019
23758, 7383
23756, 9390
23754, 9503
23753, 6981
23752, 11743
23751, 13193
23749, 4229
23747, 4228
23746, 4225
23745, 11976
23744, 9289
23739, 8215
23738, 4210
23737, 7561
23735, 7995
23733, 9367
23732, 12942
23731, 9899
23730, 6247
23729, 12942
23726, 9631
23725, 7287
23723, 12345
23722, 4209
23721, 4208
23720, 12269
23717, 9484
23714, 4205
23713, 4267
23712, 5897
23711, 11594
23710, 6057
23709, 13475
23707, 11571
23706, 11005
23704, 4201
23702, 13021
23699, 4191
23697, 6450
23696, 5730
23695, 10754
23694, 11135
23693, 9266
23692, 4190
23691, 4186
23690, 6124
23689, 11649
23688, 5704
23686, 6367
23683, 4177
23680, 6496
23677, 4176
23676, 10484
23675, 4174
23674, 12714
23673, 4172
23670, 4171
23668, 7526
23667, 11376
23661, 4168
23658, 12685
23654, 5247
23652, 12581
23651, 6750
23650, 5602
23649, 4671
23646, 4167
23645, 5509
23644, 12998
23643, 13463
23641, 7274
23640, 4166
23639, 4942
23635, 6922
23634, 9299
23632, 11700
23631, 5081
23624, 6686
23623, 12556
23618, 5618
23617, 4149
23616, 9384
23615, 6981
23614, 8682
23612, 7824
23611, 4121
23610, 12942
23607, 7129
23606, 4120
23605, 4537
23604, 8957
23603, 4119
23601, 4118
23598, 4116
23597, 4115
23596, 4292
23590, 10547
23588, 12803
23587, 10541
23586, 4114
23584, 4113
23579, 8857
23577, 4112
23575, 5757
23574, 4108
23573, 6743
23571, 4103
23568, 9076
23567, 6330
23566, 6775
23564, 8890
23562, 12938
23561, 7217
23560, 7273
23559, 12554
23557, 10855
23556, 9774
23554, 9512
23553, 4256
23551, 7821
23548, 7298
23547, 7545
23546, 7310
23545, 4101
23544, 10881
23538, 4338
23537, 4100
23536, 4099
23534, 4090
23533, 7821
23531, 7511
23529, 4082
23527, 13117
23524, 4068
23522, 9397
23521, 4067
23520, 9503
23519, 13124
23518, 4066
23517, 4060
23516, 7385
23514, 11193
23513, 11150
23512, 9259
23511, 11401
23510, 7116
23509, 4059
23508, 4058
23506, 11401
23504, 4057
23502, 4056
23500, 7090
23499, 7030
23498, 6617
23497, 7217
23496, 4055
23495, 4054
23490, 9299
23488, 10953
23486, 4053
23481, 4052
23480, 5299
23479, 7795
23476, 4906
23475, 5497
23474, 11865
23472, 6591
23471, 8910
23470, 4051
23468, 4046
23467, 6693
23466, 12512
23465, 6266
23459, 4044
23458, 10926
23453, 9076
23448, 6312
23447, 9446
23446, 7287
23444, 4042
23442, 10969
23439, 4039
23437, 7424
23436, 4035
23433, 11895
23432, 10174
23431, 12757
23430, 7873
23427, 7995
23426, 4034
23424, 8201
23423, 4033
23421, 11886
23420, 5968
23419, 4032
23418, 5335
23417, 7424
23415, 9503
23412, 4031
23410, 5665
23409, 4028
23408, 6066
23406, 4000
23402, 7777
23400, 12294
23396, 4572
23395, 6775
23392, 6312
23389, 3999
23387, 9291
23384, 3998
23383, 3997
23382, 3995
23381, 13495
23380, 7824
23378, 9719
23375, 5914
23369, 12033
23367, 5971
23366, 9002
23365, 6745
23363, 3994
23362, 3992
23359, 7035
23358, 7727
23354, 7678
23353, 5562
23349, 3991
23348, 3989
23347, 5608
23344, 3988
23341, 9289
23339, 4941
23337, 5036
23335, 5991
23334, 3987
23324, 7824
23323, 3973
23322, 3972
23320, 3971
23319, 3969
23310, 8749
23309, 7534
23308, 3968
23304, 7030
23303, 3966
23302, 12609
23299, 6852
23297, 7525
23296, 7654
23294, 13704
23292, 6097
23289, 6330
23288, 5857
23285, 11401
23284, 6829
23281, 3962
23279, 7643
23278, 5014
23277, 3961
23275, 12479
23274, 3960
23273, 12525
23271, 3945
23270, 3944
23267, 3942
23266, 6065
23262, 3941
23258, 7819
23257, 3934
23256, 7403
23255, 3912
23253, 3911
23251, 7147
23249, 3909
23248, 3908
23246, 10405
23245, 7595
23244, 3907
23241, 3902
23237, 3898
23235, 11879
23234, 3897
23232, 5793
23231, 6358
23227, 13051
23226, 3891
23225, 7287
23224, 7136
23223, 6744
23222, 11842
23221, 6723
23220, 10085
23219, 12554
23218, 4601
23216, 13022
23213, 13706
23207, 8157
23206, 13695
23205, 7147
23204, 13652
23203, 3890
23202, 6066
23201, 3889
23200, 8592
23199, 3888
23198, 5464
23195, 4033
23194, 12818
23192, 3885
23190, 9375
23187, 12851
23184, 11542
23183, 7147
23177, 7302
23176, 3884
23175, 11069
23174, 8151
23171, 13069
23170, 11304
23166, 4823
23165, 4823
23164, 12787
23163, 7258
23162, 13385
23161, 7026
23159, 10986
23157, 6370
23156, 11673
23153, 10953
23148, 7079
23146, 4118
23143, 3876
23141, 7823
23140, 12783
23139, 3994
23136, 3875
23135, 12787
23134, 6676
23132, 3874
23130, 3867
23129, 11239
23128, 7287
23124, 8951
23123, 6816
23121, 3866
23120, 5115
23119, 6602
23118, 5502
23114, 3861
23113, 4931
23112, 3858
23110, 11135
23109, 10772
23108, 12512
23107, 6183
23106, 9832
23105, 3857
23103, 8006
23102, 3856
23100, 6687
23098, 6616
23097, 3851
23096, 7147
23095, 5290
23090, 3850
23088, 3849
23087, 9299
23082, 3846
23078, 12942
23077, 9841
23073, 6220
23070, 7524
23069, 4986
23068, 3845
23067, 6527
23066, 11631
23065, 4539
23064, 7966
23061, 11110
23060, 6108
23058, 9732
23056, 3842
23050, 4047
23046, 4969
23043, 3841
23040, 3840
23038, 3839
23034, 4644
23033, 11401
23032, 12757
23023, 10864
23022, 9298
23019, 5628
23017, 9832
23015, 12512
23014, 4099
23011, 6673
23009, 9076
23007, 10772
23006, 12512
23004, 7824
23001, 4503
22998, 6603
22997, 3817
22995, 8505
22994, 4561
22991, 9384
22990, 9381
22988, 5043
22987, 13158
22985, 11401
22983, 4731
22980, 3816
22974, 3814
22969, 9804
22968, 9397
22965, 6693
22961, 3813
22957, 5615
22955, 7501
22954, 8242
22952, 3812
22949, 5428
22948, 3811
22945, 3810
22943, 3808
22941, 3807
22940, 3912
22939, 5108
22938, 7215
22937, 3804
22936, 5106
22935, 8172
22931, 7526
22929, 11396
22927, 11162
22926, 9521
22925, 11401
22920, 3803
22914, 3781
22913, 11401
22912, 11713
22911, 6739
22907, 12803
22905, 12757
22904, 11099
22903, 12803
22902, 9627
22901, 11886
22900, 3780
22897, 5048
22895, 12547
22892, 4058
22891, 9939
22890, 3776
22888, 6590
22886, 3774
22884, 12685
22883, 10019
22881, 9719
22880, 5182
22878, 11429
22876, 6490
22873, 12067
22869, 4723
22867, 6098
22865, 3773
22862, 4301
22860, 7442
22858, 11729
22856, 3772
22855, 5113
22853, 9968
22852, 12072
22850, 7571
22849, 3897
22847, 9751
22845, 7026
22843, 5291
22842, 4113
22840, 13704
22836, 5114
22835, 7571
22833, 7542
22828, 11644
22827, 4567
22823, 10541
22817, 6330
22815, 3770
